id,dataset_id,gene_id
328,20,328
329,20,329
330,20,330
331,20,331
332,20,332
333,20,333
334,20,334
335,20,335
336,20,336
337,20,337
338,20,338
339,20,339
340,20,340
341,20,341
342,20,342
343,20,343
344,20,344
345,20,345
346,20,346
347,20,347
348,20,348
349,20,349
350,20,350
351,20,351
352,20,352
353,20,353
354,20,354
355,20,355
356,20,356
357,20,357
358,20,358
359,20,359
360,20,360
361,20,361
362,20,362
363,20,363
364,20,364
365,20,365
366,20,366
367,20,367
368,20,368
369,20,369
370,20,370
371,20,371
372,20,372
373,20,373
374,20,374
375,20,375
376,20,376
377,20,377
378,20,378
379,20,379
380,20,380
381,20,381
382,20,382
383,20,383
384,20,384
385,20,385
386,20,386
387,20,387
388,20,388
389,20,389
390,20,390
391,20,391
392,20,392
393,20,393
394,20,394
395,20,395
396,20,396
397,20,397
398,20,398
399,20,399
400,20,400
401,20,401
402,20,402
403,20,403
404,20,404
405,20,405
406,20,406
407,20,407
408,20,408
409,20,409
410,20,410
411,20,411
412,20,412
413,20,413
414,20,414
415,20,415
416,20,416
417,20,417
418,20,418
419,20,419
420,20,420
421,20,421
422,20,422
423,20,423
424,20,424
425,20,425
426,20,426
427,20,427
428,20,428
429,20,429
430,20,430
431,20,431
432,20,432
433,20,433
434,20,434
435,20,435
436,20,436
437,20,437
438,20,438
439,20,439
440,20,440
441,20,441
442,20,442
443,20,443
444,20,444
445,20,445
446,20,446
447,20,447
448,20,448
449,20,449
450,20,450
451,20,451
452,20,452
453,20,453
454,20,454
455,20,455
456,20,456
457,20,457
458,20,458
459,20,459
460,20,460
461,20,461
462,20,462
463,20,463
464,20,464
465,20,465
466,20,466
467,20,467
468,20,468
469,20,469
470,20,470
471,20,471
472,20,472
473,20,473
474,20,474
475,20,475
476,20,476
477,20,477
478,20,478
479,20,479
480,20,480
481,20,481
482,20,482
483,20,483
484,20,484
485,20,485
486,20,486
487,20,487
488,20,488
489,20,489
490,20,490
491,20,491
492,20,492
493,20,493
494,20,494
495,20,495
496,20,496
497,20,497
498,20,498
499,20,499
500,20,500
501,20,501
502,20,502
503,20,503
504,20,504
505,20,505
506,20,506
507,20,507
508,20,508
509,20,509
510,20,510
511,20,511
512,20,512
513,20,513
514,20,514
515,20,515
516,20,516
517,20,517
518,20,518
519,20,519
520,20,520
521,20,521
522,20,522
523,20,523
524,20,524
525,20,525
526,20,526
527,20,527
528,20,528
529,20,529
530,20,530
531,20,531
532,20,532
533,20,533
534,20,534
535,20,535
536,20,536
537,20,537
538,20,538
539,20,539
540,20,540
541,20,541
542,20,542
543,20,543
544,20,544
545,20,545
546,20,546
547,20,547
548,20,548
549,20,549
550,20,550
551,20,551
552,20,552
553,20,553
554,20,554
555,20,555
556,20,556
557,20,557
558,20,558
559,20,559
560,20,560
561,20,561
562,20,562
563,20,563
564,20,564
565,20,565
566,20,566
567,20,567
568,20,568
569,20,569
570,20,570
571,20,571
572,20,572
573,20,573
574,20,574
575,20,575
576,20,576
577,20,577
578,20,578
579,20,579
580,20,580
581,20,581
582,20,582
583,20,583
584,20,584
585,20,585
586,20,586
587,20,587
588,20,588
589,20,589
590,20,590
591,20,591
592,20,592
593,20,593
594,20,594
595,20,595
596,20,596
597,20,597
598,20,598
599,20,599
600,20,600
601,20,601
602,20,602
603,20,603
604,20,604
605,20,605
606,20,606
607,20,607
608,20,608
609,20,609
610,20,610
611,20,611
612,20,612
613,20,613
614,20,614
615,20,615
616,20,616
617,20,617
618,20,618
619,20,619
620,20,620
621,20,621
622,20,622
623,20,623
624,20,624
625,20,625
626,20,626
627,20,627
628,20,628
629,20,629
630,20,630
631,20,631
632,20,632
633,20,633
634,20,634
635,20,635
636,20,636
637,20,637
638,20,638
639,20,639
640,20,640
641,20,641
642,20,642
643,20,643
644,20,644
645,20,645
646,20,646
647,20,647
648,20,648
649,20,649
650,20,650
651,20,651
652,20,652
653,20,653
654,20,654
655,20,655
656,20,656
657,20,657
658,20,658
659,20,659
660,20,660
661,20,661
662,20,662
663,20,663
664,20,664
665,20,665
666,20,666
667,20,667
668,20,668
669,20,669
670,20,670
671,20,671
672,20,672
673,20,673
674,20,674
675,20,675
676,20,676
677,20,677
678,20,678
679,20,679
680,20,680
681,20,681
682,20,682
683,20,683
684,20,684
685,20,685
686,20,686
687,20,687
688,20,688
689,20,689
690,20,690
691,20,691
692,20,692
693,20,693
694,20,694
695,20,695
696,20,696
697,20,697
698,20,698
699,20,699
700,20,700
701,20,701
702,20,702
703,20,703
704,20,704
705,20,705
706,20,706
707,20,707
708,20,708
709,20,709
710,20,710
711,20,711
712,20,712
713,20,713
714,20,714
715,20,715
716,20,716
717,20,717
718,20,718
719,20,719
720,20,720
721,20,721
722,20,722
723,20,723
724,20,724
725,20,725
726,20,726
727,20,727
728,20,728
729,20,729
730,20,730
731,20,731
732,20,732
733,20,733
734,20,734
735,20,735
736,20,736
737,20,737
738,20,738
739,20,739
740,20,740
741,20,741
742,20,742
743,20,743
744,20,744
745,20,745
746,20,746
747,20,747
748,20,748
749,20,749
750,20,750
751,20,751
752,20,752
753,20,753
754,20,754
755,20,755
756,20,756
757,20,757
758,20,758
759,20,759
760,20,760
761,20,761
762,20,762
763,20,763
764,20,764
765,20,765
766,20,766
767,20,767
768,20,768
769,20,769
770,20,770
771,20,771
772,20,772
773,20,773
774,20,774
775,20,775
776,20,776
777,20,777
778,20,778
779,20,779
780,20,780
781,20,781
782,20,782
783,20,783
784,20,784
785,20,785
786,20,786
787,20,787
788,20,788
789,20,789
790,20,790
791,20,791
792,20,792
793,20,793
794,20,794
795,20,795
796,20,796
797,20,797
798,20,798
799,20,799
800,20,800
801,20,801
802,20,802
803,20,803
804,20,804
805,20,805
806,20,806
807,20,807
808,20,808
809,20,809
810,20,810
811,20,811
812,20,812
813,20,813
814,20,814
815,20,815
816,20,816
817,20,817
818,20,818
819,20,819
820,20,820
821,20,821
822,20,822
823,20,823
824,20,824
825,20,825
826,20,826
827,20,827
828,20,828
829,20,829
830,20,830
831,20,831
832,20,832
833,20,833
834,20,834
835,20,835
836,20,836
837,20,837
838,20,838
839,20,839
840,20,840
841,20,841
842,20,842
843,20,843
844,20,844
845,20,845
846,20,846
847,20,847
848,20,848
849,20,849
850,20,850
851,20,851
852,20,852
853,20,853
854,20,854
855,20,855
856,20,856
857,20,857
858,20,858
859,20,859
860,20,860
861,20,861
862,20,862
863,20,863
864,20,864
865,20,865
866,20,866
867,20,867
868,20,868
869,20,869
870,20,870
871,20,871
872,20,872
873,20,873
874,20,874
875,20,875
876,20,876
877,20,877
878,20,878
879,20,879
880,20,880
881,20,881
882,20,882
883,20,883
884,20,884
885,20,885
886,20,886
887,20,887
888,20,888
889,20,889
890,20,890
891,20,891
892,20,892
893,20,893
894,20,894
895,20,895
896,20,896
897,20,897
898,20,898
899,20,899
900,20,900
901,20,901
902,20,902
903,20,903
904,20,904
905,20,905
906,20,906
907,20,907
908,20,908
909,20,909
910,20,910
911,20,911
912,20,912
913,20,913
914,20,914
915,20,915
916,20,916
917,20,917
918,20,918
919,20,919
920,20,920
921,20,921
922,20,922
923,20,923
924,20,924
925,20,925
926,20,926
927,20,927
928,20,928
929,20,929
930,20,930
931,20,931
932,20,932
933,20,933
934,20,934
935,20,935
936,20,936
937,20,937
938,20,938
939,20,939
940,20,940
941,20,941
942,20,942
943,20,943
944,20,944
945,20,945
946,20,946
947,20,947
948,20,948
949,20,949
950,20,950
951,20,951
952,20,952
953,20,953
954,20,954
955,20,955
956,20,956
957,20,957
958,20,958
959,20,959
960,20,960
961,20,961
962,20,962
963,20,963
964,20,964
965,20,965
966,20,966
967,20,967
968,20,968
969,20,969
970,20,970
971,20,971
972,20,972
973,20,973
974,20,974
975,20,975
976,20,976
977,20,977
978,20,978
979,20,979
980,20,980
981,20,981
982,20,982
983,20,983
984,20,984
985,20,985
986,20,986
987,20,987
988,20,988
989,20,989
990,20,990
991,20,991
992,20,992
993,20,993
994,20,994
995,20,995
996,20,996
997,20,997
998,20,998
999,20,999
1000,20,1000
1001,20,1001
1002,20,1002
1003,20,1003
1004,20,1004
1005,20,1005
1006,20,1006
1007,20,1007
1008,20,1008
1009,20,1009
1010,20,1010
1011,20,1011
1012,20,1012
1013,20,1013
1014,20,1014
1015,20,1015
1016,20,1016
1017,20,1017
1018,20,1018
1019,20,1019
1020,20,1020
1021,20,1021
1022,20,1022
1023,20,1023
1024,20,1024
1025,20,1025
1026,20,1026
1027,20,1027
1028,20,1028
1029,20,1029
1030,20,1030
1031,20,1031
1032,20,1032
1033,20,1033
1034,20,1034
1035,20,1035
1036,20,1036
1037,20,1037
1038,20,1038
1039,20,1039
1040,20,1040
1041,20,1041
1042,20,1042
1043,20,1043
1044,20,1044
1045,20,1045
1046,20,1046
1047,20,1047
1048,20,1048
1049,20,1049
1050,20,1050
1051,20,1051
1052,20,1052
1053,20,1053
1054,20,1054
1055,20,1055
1056,20,1056
1057,20,1057
1058,20,1058
1059,20,1059
1060,20,1060
1061,20,1061
1062,20,1062
1063,20,1063
1064,20,1064
1065,20,1065
1066,20,1066
1067,20,1067
1068,20,1068
1069,20,1069
1070,20,1070
1071,20,1071
1072,20,1072
1073,20,1073
1074,20,1074
1075,20,1075
1076,20,1076
1077,20,1077
1078,20,1078
1079,20,1079
1080,20,1080
1081,20,1081
1082,20,1082
1083,20,1083
1084,20,1084
1085,20,1085
1086,20,1086
1087,20,1087
1088,20,1088
1089,20,1089
1090,20,1090
1091,20,1091
1092,20,1092
1093,20,1093
1094,20,1094
1095,20,1095
1096,20,1096
1097,20,1097
1098,20,1098
1099,20,1099
1100,20,1100
1101,20,1101
1102,20,1102
1103,20,1103
1104,20,1104
1105,20,1105
1106,20,1106
1107,20,1107
1108,20,1108
1109,20,1109
1110,20,1110
1111,20,1111
1112,20,1112
1113,20,1113
1114,20,1114
1115,20,1115
1116,20,1116
1117,20,1117
1118,20,1118
1119,20,1119
1120,20,1120
1121,20,1121
1122,20,1122
1123,20,1123
1124,20,1124
1125,20,1125
1126,20,1126
1127,20,1127
1128,20,1128
1129,20,1129
1130,20,1130
1131,20,1131
1132,20,1132
1133,20,1133
1134,20,1134
1135,20,1135
1136,20,1136
1137,20,1137
1138,20,1138
1139,20,1139
1140,20,1140
1141,20,1141
1142,20,1142
1143,20,1143
1144,20,1144
1145,20,1145
1146,20,1146
1147,20,1147
1148,20,1148
1149,20,1149
1150,20,1150
1151,20,1151
1152,20,1152
1153,20,1153
1154,20,1154
1155,20,1155
1156,20,1156
1157,20,1157
1158,20,1158
1159,20,1159
1160,20,1160
1161,20,1161
1162,20,1162
1163,20,1163
1164,20,1164
1165,20,1165
1166,20,1166
1167,20,1167
1168,20,1168
1169,20,1169
1170,20,1170
1171,20,1171
1172,20,1172
1173,20,1173
1174,20,1174
1175,20,1175
1176,20,1176
1177,20,1177
1178,20,1178
1179,20,1179
1180,20,1180
1181,20,1181
1182,20,1182
1183,20,1183
1184,20,1184
1185,20,1185
1186,20,1186
1187,20,1187
1188,20,1188
1189,20,1189
1190,20,1190
1191,20,1191
1192,20,1192
1193,20,1193
1194,20,1194
1195,20,1195
1196,20,1196
1197,20,1197
1198,20,1198
1199,20,1199
1200,20,1200
1201,20,1201
1202,20,1202
1203,20,1203
1204,20,1204
1205,20,1205
1206,20,1206
1207,20,1207
1208,20,1208
1209,20,1209
1210,20,1210
1211,20,1211
1212,20,1212
1213,20,1213
1214,20,1214
1215,20,1215
1216,20,1216
1217,20,1217
1218,20,1218
1219,20,1219
1220,20,1220
1221,20,1221
1222,20,1222
1223,20,1223
1224,20,1224
1225,20,1225
1226,20,1226
1227,20,1227
1228,20,1228
1229,20,1229
1230,20,1230
1231,20,1231
1232,20,1232
1233,20,1233
1234,20,1234
1235,20,1235
1236,20,1236
1237,20,1237
1238,20,1238
1239,20,1239
1240,20,1240
1241,20,1241
1242,20,1242
1243,20,1243
1244,20,1244
1245,20,1245
1246,20,1246
1247,20,1247
1248,20,1248
1249,20,1249
1250,20,1250
1251,20,1251
1252,20,1252
1253,20,1253
1254,20,1254
1255,20,1255
1256,20,1256
1257,20,1257
1258,20,1258
1259,20,1259
1260,20,1260
1261,20,1261
1262,20,1262
1263,20,1263
1264,20,1264
1265,20,1265
1266,20,1266
1267,20,1267
1268,20,1268
1269,20,1269
1270,20,1270
1271,20,1271
1272,20,1272
1273,20,1273
1274,20,1274
1275,20,1275
1276,20,1276
1277,20,1277
1278,20,1278
1279,20,1279
1280,20,1280
1281,20,1281
1282,20,1282
1283,20,1283
1284,20,1284
1285,20,1285
1286,20,1286
1287,20,1287
1288,20,1288
1289,20,1289
1290,20,1290
1291,20,1291
1292,20,1292
1293,20,1293
1294,20,1294
1295,20,1295
1296,20,1296
1297,20,1297
1298,20,1298
1299,20,1299
1300,20,1300
1301,20,1301
1302,20,1302
1303,20,1303
1304,20,1304
1305,20,1305
1306,20,1306
1307,20,1307
1308,20,1308
1309,20,1309
1310,20,1310
1311,20,1311
1312,20,1312
1313,20,1313
1314,20,1314
1315,20,1315
1316,20,1316
1317,20,1317
1318,20,1318
1319,20,1319
1320,20,1320
1321,20,1321
1322,20,1322
1323,20,1323
1324,20,1324
1325,20,1325
1326,20,1326
1327,20,1327
1328,20,1328
1329,20,1329
1330,20,1330
1331,20,1331
1332,20,1332
1333,20,1333
1334,20,1334
1335,20,1335
1336,20,1336
1337,20,1337
1338,20,1338
1339,20,1339
1340,20,1340
1341,20,1341
1342,20,1342
1343,20,1343
1344,20,1344
1345,20,1345
1346,20,1346
1347,20,1347
1348,20,1348
1349,20,1349
1350,20,1350
1351,20,1351
1352,20,1352
1353,20,1353
1354,20,1354
1355,20,1355
1356,20,1356
1357,20,1357
1358,20,1358
1359,20,1359
1360,20,1360
1361,20,1361
1362,20,1362
1363,20,1363
1364,20,1364
1365,20,1365
1366,20,1366
1367,20,1367
1368,20,1368
1369,20,1369
1370,20,1370
1371,20,1371
1372,20,1372
1373,20,1373
1374,20,1374
1375,20,1375
1376,20,1376
1377,20,1377
1378,20,1378
1379,20,1379
1380,20,1380
1381,20,1381
1382,20,1382
1383,20,1383
1384,20,1384
1385,20,1385
1386,20,1386
1387,20,1387
1388,20,1388
1389,20,1389
1390,20,1390
1391,20,1391
1392,20,1392
1393,20,1393
1394,20,1394
1395,20,1395
1396,20,1396
1397,20,1397
1398,20,1398
1399,20,1399
1400,20,1400
1401,20,1401
1402,20,1402
1403,20,1403
1404,20,1404
1405,20,1405
1406,20,1406
1407,20,1407
1408,20,1408
1409,20,1409
1410,20,1410
1411,20,1411
1412,20,1412
1413,20,1413
1414,20,1414
1415,20,1415
1416,20,1416
1417,20,1417
1418,20,1418
1419,20,1419
1420,20,1420
1421,20,1421
1422,20,1422
1423,20,1423
1424,20,1424
1425,20,1425
1426,20,1426
1427,20,1427
1428,20,1428
1429,20,1429
1430,20,1430
1431,20,1431
1432,20,1432
1433,20,1433
1434,20,1434
1435,20,1435
1436,20,1436
1437,20,1437
1438,20,1438
1439,20,1439
1440,20,1440
1441,20,1441
1442,20,1442
1443,20,1443
1444,20,1444
1445,20,1445
1446,20,1446
1447,20,1447
1448,20,1448
1449,20,1449
1450,20,1450
1451,20,1451
1452,20,1452
1453,20,1453
1454,20,1454
1455,20,1455
1456,20,1456
1457,20,1457
1458,20,1458
1459,20,1459
1460,20,1460
1461,20,1461
1462,20,1462
1463,20,1463
1464,20,1464
1465,20,1465
1466,20,1466
1467,20,1467
1468,20,1468
1469,20,1469
1470,20,1470
1471,20,1471
1472,20,1472
1473,20,1473
1474,20,1474
1475,20,1475
1476,20,1476
1477,20,1477
1478,20,1478
1479,20,1479
1480,20,1480
1481,20,1481
1482,20,1482
1483,20,1483
1484,20,1484
1485,20,1485
1486,20,1486
1487,20,1487
1488,20,1488
1489,20,1489
1490,20,1490
1491,20,1491
1492,20,1492
1493,20,1493
1494,20,1494
1495,20,1495
1496,20,1496
1497,20,1497
1498,20,1498
1499,20,1499
1500,20,1500
1501,20,1501
1502,20,1502
1503,20,1503
1504,20,1504
1505,20,1505
1506,20,1506
1507,20,1507
1508,20,1508
1509,20,1509
1510,20,1510
1511,20,1511
1512,20,1512
1513,20,1513
1514,20,1514
1515,20,1515
1516,20,1516
1517,20,1517
1518,20,1518
1519,20,1519
1520,20,1520
1521,20,1521
1522,20,1522
1523,20,1523
1524,20,1524
1525,20,1525
1526,20,1526
1527,20,1527
1528,20,1528
1529,20,1529
1530,20,1530
1531,20,1531
1532,20,1532
1533,20,1533
1534,20,1534
1535,20,1535
1536,20,1536
1537,20,1537
1538,20,1538
1539,20,1539
1540,20,1540
1541,20,1541
1542,20,1542
1543,20,1543
1544,20,1544
1545,20,1545
1546,20,1546
1547,20,1547
1548,20,1548
1549,20,1549
1550,20,1550
1551,20,1551
1552,20,1552
1553,20,1553
1554,20,1554
1555,20,1555
1556,20,1556
1557,20,1557
1558,20,1558
1559,20,1559
1560,20,1560
1561,20,1561
1562,20,1562
1563,20,1563
1564,20,1564
1565,20,1565
1566,20,1566
1567,20,1567
1568,20,1568
1569,20,1569
1570,20,1570
1571,20,1571
1572,20,1572
1573,20,1573
1574,20,1574
1575,20,1575
1576,20,1576
1577,20,1577
1578,20,1578
1579,20,1579
1580,20,1580
1581,20,1581
1582,20,1582
1583,20,1583
1584,20,1584
1585,20,1585
1586,20,1586
1587,20,1587
1588,20,1588
1589,20,1589
1590,20,1590
1591,20,1591
1592,20,1592
1593,20,1593
1594,20,1594
1595,20,1595
1596,20,1596
1597,20,1597
1598,20,1598
1599,20,1599
1600,20,1600
1601,20,1601
1602,20,1602
1603,20,1603
1604,20,1604
1605,20,1605
1606,20,1606
1607,20,1607
1608,20,1608
1609,20,1609
1610,20,1610
1611,20,1611
1612,20,1612
1613,20,1613
1614,20,1614
1615,20,1615
1616,20,1616
1617,20,1617
1618,20,1618
1619,20,1619
1620,20,1620
1621,20,1621
1622,20,1622
1623,20,1623
1624,20,1624
1625,20,1625
1626,20,1626
1627,20,1627
1628,20,1628
1629,20,1629
1630,20,1630
1631,20,1631
1632,20,1632
1633,20,1633
1634,20,1634
1635,20,1635
1636,20,1636
1637,20,1637
1638,20,1638
1639,20,1639
1640,20,1640
1641,20,1641
1642,20,1642
1643,20,1643
1644,20,1644
1645,20,1645
1646,20,1646
1647,20,1647
1648,20,1648
1649,20,1649
1650,20,1650
1651,20,1651
1652,20,1652
1653,20,1653
1654,20,1654
1655,20,1655
1656,20,1656
1657,20,1657
1658,20,1658
1659,20,1659
1660,20,1660
1661,20,1661
1662,20,1662
1663,20,1663
1664,20,1664
1665,20,1665
1666,20,1666
1667,20,1667
1668,20,1668
1669,20,1669
1670,20,1670
1671,20,1671
1672,20,1672
1673,20,1673
1674,20,1674
1675,20,1675
1676,20,1676
1677,20,1677
1678,20,1678
1679,20,1679
1680,20,1680
1681,20,1681
1682,20,1682
1683,20,1683
1684,20,1684
1685,20,1685
1686,20,1686
1687,20,1687
1688,20,1688
1689,20,1689
1690,20,1690
1691,20,1691
1692,20,1692
1693,20,1693
1694,20,1694
1695,20,1695
1696,20,1696
1697,20,1697
1698,20,1698
1699,20,1699
1700,20,1700
1701,20,1701
1702,20,1702
1703,20,1703
1704,20,1704
1705,20,1705
1706,20,1706
1707,20,1707
1708,20,1708
1709,20,1709
1710,20,1710
1711,20,1711
1712,20,1712
1713,20,1713
1714,20,1714
1715,20,1715
1716,20,1716
1717,20,1717
1718,20,1718
1719,20,1719
1720,20,1720
1721,20,1721
1722,20,1722
1723,20,1723
1724,20,1724
1725,20,1725
1726,20,1726
1727,20,1727
1728,20,1728
1729,20,1729
1730,20,1730
1731,20,1731
1732,20,1732
1733,20,1733
1734,20,1734
1735,20,1735
1736,20,1736
1737,20,1737
1738,20,1738
1739,20,1739
1740,20,1740
1741,20,1741
1742,20,1742
1743,20,1743
1744,20,1744
1745,20,1745
1746,20,1746
1747,20,1747
1748,20,1748
1749,20,1749
1750,20,1750
1751,20,1751
1752,20,1752
1753,20,1753
1754,20,1754
1755,20,1755
1756,20,1756
1757,20,1757
1758,20,1758
1759,20,1759
1760,20,1760
1761,20,1761
1762,20,1762
1763,20,1763
1764,20,1764
1765,20,1765
1766,20,1766
1767,20,1767
1768,20,1768
1769,20,1769
1770,20,1770
1771,20,1771
1772,20,1772
1773,20,1773
1774,20,1774
1775,20,1775
1776,20,1776
1777,20,1777
1778,20,1778
1779,20,1779
1780,20,1780
1781,20,1781
1782,20,1782
1783,20,1783
1784,20,1784
1785,20,1785
1786,20,1786
1787,20,1787
1788,20,1788
1789,20,1789
1790,20,1790
1791,20,1791
1792,20,1792
1793,20,1793
1794,20,1794
1795,20,1795
1796,20,1796
1797,20,1797
1798,20,1798
1799,20,1799
1800,20,1800
1801,20,1801
1802,20,1802
1803,20,1803
1804,20,1804
1805,20,1805
1806,20,1806
1807,20,1807
1808,20,1808
1809,20,1809
1810,20,1810
1811,20,1811
1812,20,1812
1813,20,1813
1814,20,1814
1815,20,1815
1816,20,1816
1817,20,1817
1818,20,1818
1819,20,1819
1820,20,1820
1821,20,1821
1822,20,1822
1823,20,1823
1824,20,1824
1825,20,1825
1826,20,1826
1827,20,1827
1828,20,1828
1829,20,1829
1830,20,1830
1831,20,1831
1832,20,1832
1833,20,1833
1834,20,1834
1835,20,1835
1836,20,1836
1837,20,1837
1838,20,1838
1839,20,1839
1840,20,1840
1841,20,1841
1842,20,1842
1843,20,1843
1844,20,1844
1845,20,1845
1846,20,1846
1847,20,1847
1848,20,1848
1849,20,1849
1850,20,1850
1851,20,1851
1852,20,1852
1853,20,1853
1854,20,1854
1855,20,1855
1856,20,1856
1857,20,1857
1858,20,1858
1859,20,1859
1860,20,1860
1861,20,1861
1862,20,1862
1863,20,1863
1864,20,1864
1865,20,1865
1866,20,1866
1867,20,1867
1868,20,1868
1869,20,1869
1870,20,1870
1871,20,1871
1872,20,1872
1873,20,1873
1874,20,1874
1875,20,1875
1876,20,1876
1877,20,1877
1878,20,1878
1879,20,1879
1880,20,1880
1881,20,1881
1882,20,1882
1883,20,1883
1884,20,1884
1885,20,1885
1886,20,1886
1887,20,1887
1888,20,1888
1889,20,1889
1890,20,1890
1891,20,1891
1892,20,1892
1893,20,1893
1894,20,1894
1895,20,1895
1896,20,1896
1897,20,1897
1898,20,1898
1899,20,1899
1900,20,1900
1901,20,1901
1902,20,1902
1903,20,1903
1904,20,1904
1905,20,1905
1906,20,1906
1907,20,1907
1908,20,1908
1909,20,1909
1910,20,1910
1911,20,1911
1912,20,1912
1913,20,1913
1914,20,1914
1915,20,1915
1916,20,1916
1917,20,1917
1918,20,1918
1919,20,1919
1920,20,1920
1921,20,1921
1922,20,1922
1923,20,1923
1924,20,1924
1925,20,1925
1926,20,1926
1927,20,1927
1928,20,1928
1929,20,1929
1930,20,1930
1931,20,1931
1932,20,1932
1933,20,1933
1934,20,1934
1935,20,1935
1936,20,1936
1937,20,1937
1938,20,1938
1939,20,1939
1940,20,1940
1941,20,1941
1942,20,1942
1943,20,1943
1944,20,1944
1945,20,1945
1946,20,1946
1947,20,1947
1948,20,1948
1949,20,1949
1950,20,1950
1951,20,1951
1952,20,1952
1953,20,1953
1954,20,1954
1955,20,1955
1956,20,1956
1957,20,1957
1958,20,1958
1959,20,1959
1960,20,1960
1961,20,1961
1962,20,1962
1963,20,1963
1964,20,1964
1965,20,1965
1966,20,1966
1967,20,1967
1968,20,1968
1969,20,1969
1970,20,1970
1971,20,1971
1972,20,1972
1973,20,1973
1974,20,1974
1975,20,1975
1976,20,1976
1977,20,1977
1978,20,1978
1979,20,1979
1980,20,1980
1981,20,1981
1982,20,1982
1983,20,1983
1984,20,1984
1985,20,1985
1986,20,1986
1987,20,1987
1988,20,1988
1989,20,1989
1990,20,1990
1991,20,1991
1992,20,1992
1993,20,1993
1994,20,1994
1995,20,1995
1996,20,1996
