signature	signatureType	outcome	model	Subgroup	Type	N	Effect_size	SE	95CI_low	95CI_high	Pval	I2	Pval_I2
LRRC15_CAF	Signature	OS	COX	Tumor	Kidney	3	-0.0136398543041843	0.191565930068476	-0.389102177903315	0.361822469294947	0.943237085444816	0.22406973349662	0.275608029200336
LRRC15_CAF	Signature	OS	COX	Sequencing	TPM	10	0.138587380378484	0.0917676444195616	-0.0412738976299347	0.318448658386903	0.130992721774114	0	0.470804712032322
LRRC15_CAF	Signature	OS	COX	Sequencing	FPKM	3	-0.132730948499494	0.251013515673219	-0.624708398851784	0.359246501852795	0.596958013421387	0	0.415934596932924
LRRC15_CAF	Signature	PFS	COX	ALL	ALL	8	0.0440592369390334	0.138383638692917	-0.227167710948687	0.315286184826754	0.750193122562774	0.239301921509607	0.238471791003489
LRRC15_CAF	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	PFS	COX	Tumor	Lung	3	-0.138141391401105	0.216036177194403	-0.561564518059847	0.285281735257638	0.522539087724501	0	0.755464133416695
LRRC15_CAF	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	PFS	COX	Sequencing	TPM	7	0.117103658573081	0.14460363383227	-0.166314255771787	0.400521572917948	0.418040679283346	0.161638134961546	0.306588402885392
LRRC15_CAF	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	OS	DI	ALL	ALL	13	0.0929413857049038	0.0720134881883988	-0.0482024575454584	0.234085228955266	0.196838668637559	0	0.533038103179719
LRRC15_CAF	Signature	OS	DI	Tumor	Melanoma	5	0.0536736117506585	0.150469668086433	-0.241241518464447	0.348588741965764	0.721311025992136	0.118996609117433	0.337798273776469
LRRC15_CAF	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	OS	DI	Tumor	Kidney	3	0.0134846002506681	0.14282335518135	-0.26644403205595	0.293413232557286	0.924779872434279	0.151651921729733	0.307659558397476
LRRC15_CAF	Signature	OS	DI	Sequencing	TPM	10	0.125080556255768	0.0782530327183646	-0.0282925695532613	0.278453682064797	0.109951401796563	0	0.583385019385532
LRRC15_CAF	Signature	OS	DI	Sequencing	FPKM	3	-0.0448233400701626	0.214462744019711	-0.465162594374428	0.375515914234103	0.834445957893966	0.142600929754908	0.311511807437306
LRRC15_CAF	Signature	PFS	DI	ALL	ALL	8	0.0455829285590922	0.0970792142914338	-0.144688835099564	0.235854692217749	0.638681092506019	0.123417242073645	0.333869357392542
LRRC15_CAF	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	PFS	DI	Tumor	Lung	3	-0.0613727700260406	0.190769953128155	-0.435275007489618	0.312529467437537	0.747671732560948	0	0.804501608398204
LRRC15_CAF	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	PFS	DI	Sequencing	TPM	7	0.107778877854409	0.0952955069625925	-0.0789968836807584	0.294554639389576	0.258056595422691	0	0.504890355395996
LRRC15_CAF	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
LRRC15_CAF	Signature	Response	Log_regression	ALL	ALL	13	0.119657553219217	0.234839499624816	-0.34061940819283	0.579934514631265	0.610381423208358	0.379357517159226	0.0807626863983254
LRRC15_CAF	Signature	Response	Log_regression	Tumor	Melanoma	5	0.427613963375818	0.45965986079709	-0.473302808925173	1.32853073567681	0.352224341922016	0.437762452831892	0.129963253240074
LRRC15_CAF	Signature	Response	Log_regression	Tumor	Lung	3	-0.151064543168483	0.40698995858526	-0.94875020406504	0.646621117728074	0.710507109451934	0	0.400951470015822
LRRC15_CAF	Signature	Response	Log_regression	Tumor	Kidney	3	-0.410390056604849	0.490953553131372	-1.37264133882431	0.551861225614612	0.403208891646756	0.400147141337967	0.188798401325125
LRRC15_CAF	Signature	Response	Log_regression	Sequencing	TPM	10	0.0177211778682528	0.254037997311681	-0.480184147567326	0.515626503303831	0.944386291722523	0.32646875249918	0.146881534206413
LRRC15_CAF	Signature	Response	Log_regression	Sequencing	FPKM	3	0.696546365165816	0.753478629436398	-0.780244611650124	2.17333734198176	0.35525687556704	0.650739518216394	0.0570862199718558
Myeloid_DC	Signature	OS	COX	ALL	ALL	10	-0.121797575213071	0.163089610582323	-0.441447338207087	0.197852187780945	0.455175951770275	0.575899889419996	0.0117028149815361
Myeloid_DC	Signature	OS	COX	Tumor	Melanoma	4	-0.533155670151937	0.17244042341256	-0.871132689519391	-0.195178650784483	0.00198929861315066	0	0.453896216391511
Myeloid_DC	Signature	OS	COX	Tumor	Lung	0	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	OS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	OS	COX	Sequencing	TPM	8	-0.0857961945262715	0.184875879552017	-0.448146260058389	0.276553871005846	0.642594319628616	0.604639112885602	0.0133725800330837
Myeloid_DC	Signature	OS	COX	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	COX	ALL	ALL	6	-0.148264797666972	0.119995358594487	-0.383451378824135	0.0869217834901909	0.216611832611246	0.00293041453654445	0.414089407028808
Myeloid_DC	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	COX	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	COX	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	COX	Sequencing	TPM	5	-0.0445541162843418	0.138098894305489	-0.315222975427904	0.226114742859221	0.746979474696772	0	0.598134184873732
Myeloid_DC	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	OS	DI	ALL	ALL	10	-0.0915532134548616	0.130667435810513	-0.347656681595666	0.164550254685943	0.483516333357573	0.563161064273109	0.0145369325901879
Myeloid_DC	Signature	OS	DI	Tumor	Melanoma	4	-0.415888541471409	0.145009746275348	-0.700102421578383	-0.131674661364436	0.00413070228924104	0	0.516247135280056
Myeloid_DC	Signature	OS	DI	Tumor	Lung	0	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	OS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	OS	DI	Sequencing	TPM	8	-0.0561196166897567	0.147905641845926	-0.346009347818053	0.233770114438539	0.704369685750665	0.588675505197235	0.0172792408461759
Myeloid_DC	Signature	OS	DI	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	DI	ALL	ALL	6	-0.0626454195227194	0.0892135558007451	-0.237500775824934	0.112209936779495	0.482556817534984	0	0.428498582572607
Myeloid_DC	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	DI	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	DI	Tumor	Kidney	1	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	PFS	DI	Sequencing	TPM	5	0.0113913526654206	0.102717487798437	-0.189931224001948	0.21271392933279	0.91169577477193	0	0.59481382114281
Myeloid_DC	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	Response	Log_regression	ALL	ALL	10	-0.192032479775777	0.202500503902814	-0.588926174276504	0.204861214724951	0.342973604470218	0.120335860411595	0.332096421612999
Myeloid_DC	Signature	Response	Log_regression	Tumor	Melanoma	4	-0.76736579817847	0.297915238099699	-1.35126893529955	-0.183462661057385	0.0100012622213309	0	0.944680769027168
Myeloid_DC	Signature	Response	Log_regression	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	Response	Log_regression	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
Myeloid_DC	Signature	Response	Log_regression	Sequencing	TPM	8	0.0304290686532827	0.211265360639659	-0.383643429381315	0.44450156668788	0.885474841060513	0	0.561627457553544
Myeloid_DC	Signature	Response	Log_regression	Sequencing	FPKM	2	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	OS	COX	ALL	ALL	13	0.122680546840962	0.141025879018828	-0.153725096924045	0.399086190605969	0.384346782705387	0.33684773423324	0.112824651118419
NonResponse_Ivy	Signature	OS	COX	Tumor	Melanoma	5	0.265183805008866	0.193570806871392	-0.11420800491742	0.644575614935152	0.170700126301823	0	0.735526855055014
NonResponse_Ivy	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	OS	COX	Tumor	Kidney	3	0.132119872498397	0.502338459912724	-0.85244541697986	1.11668516197665	0.792543125967215	0.801834359534746	0.00643319810965178
NonResponse_Ivy	Signature	OS	COX	Sequencing	TPM	10	0.0929893123870824	0.179185941804777	-0.258208680086171	0.444187304860335	0.603792620561598	0.494297846080817	0.0376026329700424
NonResponse_Ivy	Signature	OS	COX	Sequencing	FPKM	3	0.141692888609188	0.255881108326679	-0.359824868035295	0.643210645253671	0.579753362224378	0	0.86141664734589
NonResponse_Ivy	Signature	PFS	COX	ALL	ALL	8	0.0803524253642477	0.132283663982019	-0.178918791783508	0.339623642512003	0.5435687974695	0	0.673633173921043
NonResponse_Ivy	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	PFS	COX	Tumor	Lung	3	0.0565461019664714	0.287296184040964	-0.506544071649609	0.619636275582551	0.843967127359372	0	0.665257659014664
NonResponse_Ivy	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	PFS	COX	Sequencing	TPM	7	0.149952933339804	0.15174383344774	-0.14745951509381	0.447365381773419	0.323055750040021	0	0.67511539129631
NonResponse_Ivy	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	OS	DI	ALL	ALL	13	0.0766705044024696	0.0927851382446786	-0.10518502485767	0.25852603366261	0.408620824907009	0.274006783654551	0.168186580654134
NonResponse_Ivy	Signature	OS	DI	Tumor	Melanoma	5	0.191893716304048	0.130962173968075	-0.0647874280104483	0.448574860618545	0.142849826028265	0	0.887023589116778
NonResponse_Ivy	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	OS	DI	Tumor	Kidney	3	0.060963050101747	0.326085666947355	-0.578153112989793	0.700079213193286	0.851696626728315	0.803125529698829	0.00622377436231296
NonResponse_Ivy	Signature	OS	DI	Sequencing	TPM	10	0.0438043190230553	0.119036389683608	-0.189502717606491	0.277111355652602	0.712879951617519	0.444710735548162	0.0626675725847167
NonResponse_Ivy	Signature	OS	DI	Sequencing	FPKM	3	0.144625292576582	0.172140742999694	-0.192764363974784	0.482014949127948	0.400820226413838	0	0.903069060417436
NonResponse_Ivy	Signature	PFS	DI	ALL	ALL	8	0.076604273168051	0.0872148104006367	-0.0943336141356862	0.247542160471788	0.379759131407036	0	0.661265143646672
NonResponse_Ivy	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	PFS	DI	Tumor	Lung	3	0.018446774516771	0.188159914293595	-0.350339880832818	0.38723342986636	0.921902318081893	0	0.747258515677919
NonResponse_Ivy	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	PFS	DI	Sequencing	TPM	7	0.106241504805355	0.0996995398070666	-0.0891660024917125	0.301649012102423	0.286596900593322	0	0.594325289899125
NonResponse_Ivy	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
NonResponse_Ivy	Signature	Response	Log_regression	ALL	ALL	13	-0.238647555470783	0.210240156133179	-0.650710689595892	0.173415578654327	0.256325542058107	0.0585256972122335	0.387772166486674
NonResponse_Ivy	Signature	Response	Log_regression	Tumor	Melanoma	5	-0.56946179428877	0.343211524308852	-1.24214402101321	0.103220432435674	0.0970724261761772	0	0.446409646503407
NonResponse_Ivy	Signature	Response	Log_regression	Tumor	Lung	3	0.15888607371214	0.520789795631649	-0.861843169241866	1.17961531666615	0.76030007140405	0	0.846536730409347
NonResponse_Ivy	Signature	Response	Log_regression	Tumor	Kidney	3	0.00989459380573758	0.766027528819648	-1.49149177384699	1.51128096145847	0.989694203130498	0.596961382616963	0.0836468238022731
NonResponse_Ivy	Signature	Response	Log_regression	Sequencing	TPM	10	-0.182606961416485	0.247418332963778	-0.667537983140429	0.30232406030746	0.460484407827645	0.0791904479715942	0.369088561169918
NonResponse_Ivy	Signature	Response	Log_regression	Sequencing	FPKM	3	-0.314461888991604	0.517813699317642	-1.32935809035563	0.700434312372426	0.543660001579572	0.250532118486633	0.263347719307132
TGFB_Mariathasan	Signature	OS	COX	ALL	ALL	13	0.0206131417343316	0.106816312954134	-0.18874298461713	0.229969268085793	0.846976613455945	0	0.511672021812429
TGFB_Mariathasan	Signature	OS	COX	Tumor	Melanoma	5	-0.122733676124454	0.227248579009515	-0.568132706521007	0.3226653542721	0.589138028322994	0	0.407089546649119
TGFB_Mariathasan	Signature	OS	COX	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	OS	COX	Tumor	Kidney	3	-0.145348374753185	0.193188769329144	-0.523991404855923	0.233294655349553	0.451831880069323	0	0.602052267536146
TGFB_Mariathasan	Signature	OS	COX	Sequencing	TPM	10	0.0528101486251542	0.114018337222904	-0.170661685908881	0.276281983159189	0.643240786998196	0	0.651191313133143
TGFB_Mariathasan	Signature	OS	COX	Sequencing	FPKM	3	-0.0294032290283906	0.478420105767788	-0.967089405813098	0.908282947756317	0.950993653012293	0.457349727148757	0.158372169367535
TGFB_Mariathasan	Signature	PFS	COX	ALL	ALL	8	-0.0587988480307037	0.137006738197357	-0.327327120536831	0.209729424475424	0.667801286380045	0	0.757905052898976
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Lung	3	-0.209881195693404	0.299374302089663	-0.796644045685958	0.37688165429915	0.483261720729589	0	0.424583159963463
TGFB_Mariathasan	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	COX	Sequencing	TPM	7	-0.0562847115979678	0.151604835786645	-0.353424729621901	0.240855306425966	0.710444377635306	0	0.651475248702203
TGFB_Mariathasan	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	OS	DI	ALL	ALL	13	0.00995995299262125	0.0776965680254454	-0.142322522059618	0.162242428044861	0.897998308703494	0.0971792603962341	0.348201789317719
TGFB_Mariathasan	Signature	OS	DI	Tumor	Melanoma	5	-0.0694265610476497	0.136533811944224	-0.337027915130293	0.198174793034994	0.611107269966642	0	0.450606353226858
TGFB_Mariathasan	Signature	OS	DI	Tumor	Lung	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	OS	DI	Tumor	Kidney	3	-0.117209399158906	0.123388972973574	-0.359047342276496	0.124628543958685	0.342153949866274	0	0.487392151209027
TGFB_Mariathasan	Signature	OS	DI	Sequencing	TPM	10	0.0356502039248906	0.0788974357472398	-0.118985928612262	0.190286336462044	0.651373416153554	0.0274137870967732	0.414194788427161
TGFB_Mariathasan	Signature	OS	DI	Sequencing	FPKM	3	-0.0688950957651037	0.268340081840366	-0.594831991780751	0.457041800250544	0.797375281216856	0.351516273797198	0.213940199738167
TGFB_Mariathasan	Signature	PFS	DI	ALL	ALL	8	-0.0548041093988979	0.0883946733653762	-0.228054485620217	0.118446266822421	0.535262167052943	0	0.831008619146026
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Lung	3	-0.092674206114282	0.192831969423514	-0.470617921252299	0.285269509023735	0.630803906119638	0	0.423151861917424
TGFB_Mariathasan	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	PFS	DI	Sequencing	TPM	7	-0.0506065103653845	0.0998598702424963	-0.24632825954152	0.145115238810751	0.612312526537528	0	0.739776557987938
TGFB_Mariathasan	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
TGFB_Mariathasan	Signature	Response	Log_regression	ALL	ALL	13	-0.123297486440023	0.303384192671328	-0.717919577554586	0.47132460467454	0.68444351219202	0.417743720471992	0.0563998634114444
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Melanoma	5	0.0750716604260022	0.596336678211269	-1.09372675152834	1.24387007238034	0.899820543646196	0.463381588477074	0.113751014011852
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Lung	3	-0.355540316874915	0.627775345401099	-1.58595738424326	0.874876750493431	0.57115614776437	0.214261198913024	0.280077882385048
TGFB_Mariathasan	Signature	Response	Log_regression	Tumor	Kidney	3	-0.965130687423114	0.780767423450344	-2.49540671768792	0.565145342841694	0.216409934667728	0.566216114220245	0.0997293354472483
TGFB_Mariathasan	Signature	Response	Log_regression	Sequencing	TPM	10	-0.260296917097328	0.323203022242542	-0.893763200387207	0.373169366192552	0.420608163346797	0.347253760117015	0.130072584624881
TGFB_Mariathasan	Signature	Response	Log_regression	Sequencing	FPKM	3	0.757041576728309	1.04402891791462	-1.28921750120268	2.8033006546593	0.468381160967617	0.693628993363415	0.038234522842542
COX_IS	Signature	OS	COX	ALL	ALL	14	0.150876378467684	0.0498160102204777	0.0532387925820687	0.2485139643533	0.0024563083018009	0.198411262513188	0.237568947746914
COX_IS	Signature	OS	COX	Tumor	Melanoma	5	0.224104249006676	0.0781071947918838	0.0710169602811292	0.377191537732222	0.00411526730828961	0	0.924728900988737
COX_IS	Signature	OS	COX	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	COX	Tumor	Kidney	3	-0.053420365535248	0.075876084220642	-0.202134757895634	0.0952940268251382	0.481403208508129	0	0.59263357734437
COX_IS	Signature	OS	COX	Sequencing	TPM	11	0.14326696730095	0.062443416151846	0.0208801205716848	0.265653814030214	0.0217704804198381	0.353731323228178	0.115730686728191
COX_IS	Signature	OS	COX	Sequencing	FPKM	3	0.203341858602324	0.10526308215837	-0.002969991329761	0.40965370853441	0.053390487875607	0	0.818970226784196
COX_IS	Signature	PFS	COX	ALL	ALL	9	0.113395760447703	0.0520669728958447	0.0113463687878248	0.215445152107582	0.029414769462893	0.0706136511776225	0.376450400952881
COX_IS	Signature	PFS	COX	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	COX	Tumor	Lung	4	0.209864091330023	0.0933867722477358	0.026829381092016	0.392898801568029	0.0246235978893356	0	0.7694333526891
COX_IS	Signature	PFS	COX	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	COX	Sequencing	TPM	8	0.125965827165997	0.0648081610520243	-0.00105583440024196	0.252987488732236	0.051934981544696	0.173004387110273	0.293430159306059
COX_IS	Signature	PFS	COX	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	DI	ALL	ALL	14	0.23526949008841	0.0875098273987676	0.0637533800935096	0.406785600083311	0.00717755083405778	0.219279092473708	0.215739920772505
COX_IS	Signature	OS	DI	Tumor	Melanoma	5	0.369365712214613	0.141819488886487	0.0914046216912209	0.647326802738006	0.00920143783453272	0	0.623509046566726
COX_IS	Signature	OS	DI	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	OS	DI	Tumor	Kidney	3	-0.0827555965843526	0.123964066471444	-0.325720702245512	0.160209509076807	0.504403452806135	0	0.621134704937556
COX_IS	Signature	OS	DI	Sequencing	TPM	11	0.234656680357092	0.10985226105593	0.0193502050671764	0.449963155647007	0.0326703249823504	0.377039171020273	0.0981429277260103
COX_IS	Signature	OS	DI	Sequencing	FPKM	3	0.276852638455934	0.182454558331175	-0.0807517246883313	0.6344570016002	0.129171129050652	0	0.774548763410881
COX_IS	Signature	PFS	DI	ALL	ALL	9	0.179872821587587	0.0861205502601151	0.0110796447489897	0.348665998426184	0.0367422384736133	0.0257979375611296	0.413054628617559
COX_IS	Signature	PFS	DI	Tumor	Melanoma	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	DI	Tumor	Lung	4	0.375909739471065	0.164841738554982	0.0528258687543323	0.698993610187798	0.0225823081591304	0	0.712158925976867
COX_IS	Signature	PFS	DI	Tumor	Kidney	2	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	PFS	DI	Sequencing	TPM	8	0.191906453089169	0.108557669288606	-0.0208626689621095	0.404675575140447	0.0770971097215895	0.105778919711094	0.348001099650079
COX_IS	Signature	PFS	DI	Sequencing	FPKM	1	NA	NA	NA	NA	NA	NA	NA
COX_IS	Signature	Response	Log_regression	ALL	ALL	12	0.198044929095928	0.099916088607528	0.0022129939490608	0.393876864242796	0.0474666498049581	0.0830545687290792	0.36391750507281
COX_IS	Signature	Response	Log_regression	Tumor	Melanoma	4	0.150479025567443	0.148630181337718	-0.140830776870143	0.441788828005028	0.311328091624835	0	0.869740897653015
COX_IS	Signature	Response	Log_regression	Tumor	Lung	3	0.305952330070248	0.249937988462449	-0.18391712568454	0.795821785825036	0.220909618899592	0	0.802352473756139
COX_IS	Signature	Response	Log_regression	Tumor	Kidney	3	-0.085568602301774	0.16156788936507	-0.402235846515463	0.231098641911915	0.596379645115597	0	0.468420806514485
COX_IS	Signature	Response	Log_regression	Sequencing	TPM	9	0.259811533473581	0.145966669499624	-0.0262778816889424	0.545900948636105	0.0750862069152357	0.285650216764068	0.190676776807469
COX_IS	Signature	Response	Log_regression	Sequencing	FPKM	3	0.132395699713633	0.159478061554266	-0.180175557256991	0.444966956684256	0.406436303183271	0	0.734598494708778
IPRES	Signature	OS	COX	ALL	ALL	14	-0.00867358927490119	0.196476561122588	-0.393760572881457	0.376413394331655	0.964788289481025	0.240487547711712	0.194044452304968
IPRES	Signature	OS	COX	Tumor	Melanoma	5	-0.35202170357878	0.454691279939818	-1.24320023634524	0.539156829187684	0.438812899361038	0.494202441793651	0.0949955420470089
IPRES	Signature	OS	COX	Tumor	Lung	2	NA	NA	NA	NA	NA	NA	NA
IPRES	Signature	OS	COX	Tumor	Kidney	3	-0.191510104390757	0.304244284179837	-0.787817943885407	0.404797735103894	0.529046878207459	0	0.840734959711313
IPRES	Signature	OS	COX	Sequencing	TPM	11	0.0815758806889974	0.165584083362417	-0.242962959114418	0.406114720492413	0.622256148002838	0	0.667109647473664
